timestamp,unix_time,state,gaze_label,looking_at_screen,temperature,distance,loud
2026-03-15 11:54:27.118099,1773575667.1181061,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:27.251808,1773575667.251814,NOT_LOOKING_AT_SCREEN,NO FACE DETECTED,0,,,
2026-03-15 11:54:27.421360,1773575667.421366,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:27.588449,1773575667.588456,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,76.0,0
2026-03-15 11:54:27.757263,1773575667.757271,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:27.926312,1773575667.9263191,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:28.083539,1773575668.083545,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:28.254156,1773575668.2541618,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:28.407212,1773575668.40722,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:28.570039,1773575668.570046,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,25.3,57.3,0
2026-03-15 11:54:28.733643,1773575668.7336488,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:28.893341,1773575668.893348,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:29.053396,1773575669.0534022,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:29.217882,1773575669.217889,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:29.354398,1773575669.3544052,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:29.528420,1773575669.528426,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,57.5,0
2026-03-15 11:54:29.684862,1773575669.684868,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:29.853764,1773575669.853771,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:29.990933,1773575669.990939,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:30.156642,1773575670.1566489,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:30.322052,1773575670.32206,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:30.484562,1773575670.484568,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,25.3,58.8,0
2026-03-15 11:54:30.654737,1773575670.6547441,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:30.822241,1773575670.822247,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:30.987865,1773575670.987871,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:31.156117,1773575671.1561222,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:31.322081,1773575671.322088,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:31.486685,1773575671.4866939,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:31.628711,1773575671.628715,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,57.1,0
2026-03-15 11:54:31.788639,1773575671.788645,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:31.951603,1773575671.9516091,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:32.126644,1773575672.1266508,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:32.288555,1773575672.2885618,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:32.459204,1773575672.45921,NOT_LOOKING_AT_SCREEN,EYES CLOSED,0,,,
2026-03-15 11:54:32.622187,1773575672.6221938,LOOKING_AT_SCREEN,LOOKING CENTER,1,25.3,72.7,0
2026-03-15 11:54:32.775845,1773575672.775855,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
2026-03-15 11:54:32.948614,1773575672.948621,LOOKING_AT_SCREEN,LOOKING CENTER,1,,,
